class,age_band,dist_m,going,ran,num,horse,age,sex,lbs,jockey,trainer,or,rpr,owner,pos
Class 4,3yo,2414,Soft,19,9,Pride Of India (IRE),3,G,126,Gary Carter,John Dunlop,–,56,Sir Gordon Brunton,12
Class 4,3yo,2414,Soft,19,13,The Proof (GB),3,G,123,Steve Carson,G B Balding,46,50,Miss B Swire,13
Class 4,3yo,2414,Soft,19,7,Plain Chant (GB),3,G,126,Micky Fenton,P W Harris,–,50,Mrs P W Harris,14
Class 4,3yo,2414,Soft,19,14,Cavania (IRE),3,F,121,B Marcus,William Muir,–,15,D J Deer,15
Class 4,3yo,2414,Soft,19,4,Followeroffashion (IRE),3,G,126,Neil Pollard,V Soane,–,15,The Highrollers,16
Class 4,3yo,2414,Soft,19,11,Super Dominion (GB),3,C,126,Fergus Sweeney,Reg Hollinshead,54,15,Mrs Norman Hill,17
Class 4,3yo,2414,Soft,19,10,Storm WizardI (IRE),3,G,126,Craig A Williams,Mick Channon,76,1,Bel Leisure Limited,18
Class 4,3yo,2414,Soft,19,1,Attacker (USA),3,G,126,Johnny Murtagh,Lynn Siddall,43,–,Mrs Ann Morgan,19
Class 4,2yo,1408,Soft,15,9,Nafisah (IRE),2,F,123,Richard Hills,B Hanbury,–,79,Hamdan Al Maktoum,1
Class 4,2yo,1408,Soft,15,11,Pearl Bright (FR),2,F,123,Kevin Darley,John Dunlop,–,70,Pearl Bright Partnership,2
Class 4,2yo,1408,Soft,15,4,Follow A DreamI (USA),2,F,123,Johnny Murtagh,Sir Michael Stoute,–,61,Cheveley Park Stud,3
Class 4,2yo,1408,Soft,15,3,Fiddlers Moll (IRE),2,F,123,David McCabe,Brian Meehan,–,59,Miss Gloria Abbey,4
Class 4,2yo,1408,Soft,15,1,Aravonian (GB),2,F,123,Richard Hughes,Richard Hannon Snr,–,53,Mrs Perle Orourke,5
Class 4,2yo,1408,Soft,15,5,Im Lulu (GB),2,F,123,T Ashley,Amanda Perrett,–,51,S P Tindall,6
Class 4,2yo,1408,Soft,15,14,Shaded Memoir (USA),2,F,123,Robert Havlin,John Gosden,–,50,R E Sangster,7
Class 4,2yo,1408,Soft,15,2,Dear Pickles (GB),2,F,120,Shane Kelly,Jonathan Portman,–,50,Christopher Shankland,8
Class 4,2yo,1408,Soft,15,8,Miss Polly (GB),2,F,118,Ian Mongan,John Best,–,43,Edward Charles Brooke,9
Class 4,2yo,1408,Soft,15,12,Penny Farthing (GB),2,F,123,A McGlone,Henry Candy,–,39,Mrs George Tricks,10
Class 4,2yo,1408,Soft,15,13,Phoebe Robinson (IRE),2,F,123,John Reid,Giles Bravery,–,38,Ott Partnership,11
Class 4,2yo,1408,Soft,15,10,On My Honour (GB),2,F,118,Richard Smith,Jimmy Fox,–,35,The Slaney Partnership,12
Class 4,2yo,1408,Soft,15,6,Miss Moselle (IRE),2,F,123,Micky Fenton,P W Harris,–,34,P A Deal,13
Class 4,2yo,1408,Soft,15,15,Shirley Fong (IRE),2,F,123,Seb Sanders,Chris Wall,–,28,Mrs Julie Mitchell,14
Class 4,2yo,1408,Soft,15,7,Miss Phantine (IRE),2,F,123,Fergus Sweeney,Reg Hollinshead,–,–,Geoff Lloyd,15
Class 1,3yo,1609,Soft,12,4,Heavenly Whisper (IRE),3,F,120,Micky Fenton,Michael Bell,–,100,Dgh Partnership,1
Class 1,3yo,1609,Soft,12,7,Mauri Moon (GB),3,F,120,Franny Norton,G Wragg,96,99,Peter R Pritchard,2
Class 1,3yo,1609,Soft,12,10,Silver Bracelet (GB),3,F,120,Brett Doyle,Clive Brittain,–,93,Ali Saeed,3
Class 1,3yo,1609,Soft,12,5,Lady Miletrian (IRE),3,F,120,Craig A Williams,Mick Channon,79,90,Miletrian Plc,4
Class 1,3yo,1609,Soft,12,12,Time Away (IRE),3,F,120,Pat Eddery,John Dunlop,–,85,R Barnett,5
Class 1,3yo,1609,Soft,12,1,Hejaziah (USA),3,F,123,Jimmy Fortune,Paul Cole,99,76,H R H Prince Fahd Salman,6
Class 1,3yo,1609,Soft,12,9,Shakakhan (GB),3,F,120,Michael Hills,B W Hills,80,61,Peter M Law,7
Class 1,3yo,1609,Soft,12,8,Never End (GB),3,F,120,Richard Hughes,B W Hills,–,59,K Abdullah,8
Class 1,3yo,1609,Soft,12,3,Carioca Dream (USA),3,F,120,T Quinn,William Haggas,–,51,Cyril Humphris,9
Class 1,3yo,1609,Soft,12,11,Tarfshi (GB),3,F,120,Philip Robinson,Michael Jarvis,94,37,Sheikh Ahmed Al Maktoum,10
Class 1,3yo,1609,Soft,12,6,Lipica (IRE),3,F,120,Neil Callan,K R Burke,101,–,Paul Jenny Green,11
Class 1,3yo,1609,Soft,12,2,Annies Song (GB),3,F,120,Allan Mackay,Michael Mullineaux,70,–,Ray Harrison,12
Class 1,3yo,1609,Soft,9,6,Herodotus (GB),3,G,120,Philip Robinson,Clive Brittain,–,105,A J Richards,1
Class 1,3yo,1609,Soft,9,5,Gryffindor (GB),3,G,120,Brett Doyle,Brian Meehan,96,104,Mrs Susan Roy,2
Class 1,3yo,1609,Soft,9,1,Black Knight (GB),3,C,120,John Reid,S Woods,96,102,W J P Jackson,3
Class 1,3yo,1609,Soft,9,4,Esher Common (IRE),3,G,120,T Quinn,T G Mills,93,94,David J Archer,4
Class 1,3yo,1609,Soft,9,8,Lunar Crystal (IRE),3,G,120,Kieren Fallon,David Elsworth,107,89,Michael Poland,5
Class 1,3yo,1609,Soft,9,3,Dayglow Dancer (GB),3,G,120,Steve Drowne,Mick Channon,104,83,Surrey Laminators Ltd,6
Class 1,3yo,1609,Soft,9,2,Chianti (IRE),3,C,120,Pat Eddery,John Dunlop,109,81,Wafic Said,7
Class 1,3yo,1609,Soft,9,9,Northfields Dancer (IRE),3,C,120,Richard Hughes,Richard Hannon Snr,93,67,John Michael,8
Class 1,3yo,1609,Soft,9,7,Inspector General (IRE),3,G,120,Jimmy Fortune,Paul Cole,100,29,The Blenheim Partnership,9
Class 3,4yo+,3219,Soft,15,12,Guard DutyI (GB),4,G,107,Jamie Mackay,M C Pipe,75,85,Neil Edwards And Malcolm Jones,1
Class 3,4yo+,3219,Soft,15,10,Youre Special (USA),4,G,110,George Baker,P C Haslam,76,86,Les Buckley,2
Class 3,4yo+,3219,Soft,15,3,Wave Of Optimism (GB),6,G,131,T Quinn,Lydia Pearce,90,100,Wave Of Optimism Partnership,3
Class 3,4yo+,3219,Soft,15,9,Who Cares Wins (GB),5,G,114,Matthew Henry,J R Jenkins,73,79,The B C W Partnership,4
Class 3,4yo+,3219,Soft,15,6,Montecristo (GB),8,G,121,Neil Pollard,Rae Guest,80,81,Rae Guest,5
Class 3,4yo+,3219,Soft,15,1,Turtle Valley (IRE),5,G,140,Paul Doe,Simon Dow,99,99,Cazanove Clear Height Racing,6
Class 3,4yo+,3219,Soft,15,7,Royal Minstrel (IRE),4,G,119,J Stack,Mark H Tompkins,82,79,P A D G Sakal,7
Class 3,4yo+,3219,Soft,15,4,Follow Lammtarra (IRE),4,G,123,Craig A Williams,Mick Channon,86,82,Sheikh Ahmed Al Maktoum,8
Class 3,4yo+,3219,Soft,15,5,Solitary I (GB),4,G,121,Brett Doyle,James Given,84,73,Mrs Jo Hardy,9
Class 3,4yo+,3219,Soft,15,15,Dutch Dyane (GB),8,M,101,David Kinsella,Gerry Enright,67,52,L Fuller Miss P Ross Neil Kenworthy,10
Class 3,4yo+,3219,Soft,15,13,Laffah (USA),6,G,109,Robyn Brisland,Gary Moore,68,39,Richard Green Fine Paintings,11
Class 3,4yo+,3219,Soft,15,8,DestinationI (GB),4,G,115,Gary Carter,C A Cyzer,78,48,Mrs Charles Cyzer,12
Class 3,4yo+,3219,Soft,15,14,Bridies Pride (GB),10,G,108,Gary Bardwell,Gerald Ham,67,25,K C White,13
Class 3,4yo+,3219,Soft,15,2,Sarangani I (GB),5,G,135,Kieren Fallon,I A Balding,94,39,Robert Hitchins,14
Class 3,4yo+,3219,Soft,15,11,Stormy Skye (IRE),5,G,113,Franny Norton,Gary Moore,72,–,K Higson Mrs J Agnew T Pollock,15
Class 3,3yo,2012,Soft,6,2,Dr Greenfield (IRE),3,C,124,Kevin Darley,Gerard Butler,90,103,Team Valor Stables,1
Class 3,3yo,2012,Soft,6,3,Flying Lyric (IRE),3,G,124,John Reid,S Woods,90,95,Mrs Marian Borsberry,2
Class 3,3yo,2012,Soft,6,1,Prize Winner (GB),3,C,126,Pat Eddery,Jeremy Noseda,90,96,Sir Gordon Brunton,3
Class 3,3yo,2012,Soft,6,6,Repulse BayI (IRE),3,C,124,Steve Drowne,Mick Channon,88,85,J Breslin,4
Class 3,3yo,2012,Soft,6,5,Prince Shaamaal (GB),3,G,124,Adrian Nicholls,K Bell,85,63,The Upshire Racing Partnership,5
Class 3,3yo,2012,Soft,6,4,Gay Challenger (GB),3,G,124,Jimmy Fortune,N A Callaghan,48,–,Neville Callaghan,6
Class 4,3yo,1811,Soft,11,7,Puffin (GB),3,F,125,Pat Eddery,John Dunlop,75,83,Lord Halifax,1
Class 4,3yo,1811,Soft,11,8,Hawkes Run (GB),3,G,123,Brett Doyle,Brian Meehan,73,81,Family Amusements Ltd,2
Class 4,3yo,1811,Soft,11,11,Monica Geller (GB),3,F,110,David Kinsella,Conrad Allen,67,74,Newmarketconnectionscom,3
Class 4,3yo,1811,Soft,11,6,Looking For Love (IRE),3,F,127,Lee Newman,Jonathan Portman,77,81,Out To Grass Partnership,4
Class 4,3yo,1811,Soft,11,2,Eastern Breeze I (IRE),3,G,125,R Cody-Boutcher,P W Harris,82,84,Brosnan Cage Coppen Lupson,5
Class 4,3yo,1811,Soft,11,5,Bressbee (USA),3,C,129,Neil Callan,K R Burke,79,77,Breakfast In America Pship,6
Class 4,3yo,1811,Soft,11,9,Analyze (FR),3,G,122,Craig A Williams,Mick Channon,72,68,Mrs A M Jones,7
Class 4,3yo,1811,Soft,11,1,Companion I (GB),3,F,133,Martin Dwyer,B A Pearce,83,76,Custom Racing,8
Class 4,3yo,1811,Soft,11,4,Murrendi (IRE),3,G,130,Steve Drowne,Mick Channon,80,51,The Dapper Boys,9
Class 4,3yo,1811,Soft,11,3,Sylva Storm (USA),3,C,131,Philip Robinson,Clive Brittain,81,50,Peter Head Racing Limited,10
Class 4,3yo,1811,Soft,11,10,Night On The TownI (GB),3,G,119,Kieren Fallon,Bryan Smart,69,–,Anglia Bloodstock Syndicate 1999,LFT
Class 4,3yo+,2414,Soft,10,9,Tycoons Last (GB),4,F,112,Martin Dwyer,Mark Brisbourne,58,64,L R Owen,1
Class 4,3yo+,2414,Soft,10,5,Cooling Off (IRE),4,F,126,Pat Eddery,J R Jenkins,72,77,Christopher Shankland,2
Class 4,3yo+,2414,Soft,10,4,April Stock (GB),6,M,133,Kevin Darley,Gerard Butler,78,76,Stock Hill Racing,3
Class 4,3yo+,2414,Soft,10,1,Little Pippin I (GB),5,M,140,Steve Drowne,G B Balding,85,75,Miss B Swire,4
Class 4,3yo+,2414,Soft,10,10,Welsh Ploy (GB),4,F,109,George Baker,Kevin McAuliffe,58,34,G E Amey,5
Class 4,3yo+,2414,Soft,10,8,River Ensign (GB),8,M,110,Paul Quinn,Mark Brisbourne,58,30,Mrs Mary Brisbourne,6
Class 4,3yo+,2414,Soft,10,6,Summer Break (IRE),4,F,119,T Quinn,Simon Dow,65,36,Keith A Cosby Paul G Jacobs,7
Class 4,3yo+,2414,Soft,10,2,Attention Seeker (USA),4,F,138,J Stack,Stuart Williams,84,50,D G Burge,8
Class 4,3yo+,2414,Soft,10,7,Marjeune (GB),4,F,117,Franny Norton,Mrs J Smyth-Osbourne,63,26,The Breakaways,9
Class 4,3yo+,2414,Soft,10,3,Banco Suivi (IRE),4,F,137,Michael Hills,B W Hills,83,45,Wafic Said,10
Class 4,3yo+,1408,Soft,17,13,Zarin (IRE),3,C,123,T Quinn,John Dunlop,–,89,Littleton Manor Racing,1
Class 4,3yo+,1408,Soft,17,8,Manicani (IRE),3,G,123,Kieren Fallon,I A Balding,–,73,Robert Hitchins,2
Class 4,3yo+,1408,Soft,17,12,Wannabe Around (GB),3,C,123,T Williams,T G Mills,82,71,Exors Of The Late T G Mills,3
Class 4,3yo+,1408,Soft,17,7,Khitaam (IRE),3,C,123,Richard Hills,B Hanbury,–,68,Hamdan Al Maktoum,4
Class 4,3yo+,1408,Soft,17,4,Appian Way (GB),3,G,123,Pat Eddery,Jeremy Noseda,–,62,Hesmonds Stud,5
Class 4,3yo+,1408,Soft,17,3,Lemarate (USA),4,G,136,Frankie Dettori,Clive Brittain,–,59,Mohamed Obaida,6
Class 4,3yo+,1408,Soft,17,16,Madam Elsa (IRE),3,F,118,Michael Tebbutt,Ralph Beckett,–,52,The Elsa Partners,7
Class 4,3yo+,1408,Soft,17,2,EucalyptusI (IRE),4,G,136,M Roberts,Simon Dow,–,54,G Steinberg,8
Class 4,3yo+,1408,Soft,17,6,Gilden Magic (GB),3,G,123,Fergus Sweeney,Michael Blanshard,–,51,Mrs Jane Gillett,9
Class 4,3yo+,1408,Soft,17,15,Climbing Rose (USA),3,F,119,Richard Hughes,Roger Charlton,–,35,K Abdullah,10
Class 4,3yo+,1408,Soft,17,1,Buttermans Bay (GB),4,G,136,John Reid,Chris Wall,–,30,Mrs J Harman,11
Class 4,3yo+,1408,Soft,17,14,By Definition (IRE),3,F,118,Willie Supple,P W Harris,–,24,The Definite Dozen,12
Class 4,3yo+,1408,Soft,17,11,Treasured Guest (GB),3,G,123,Jamie Spencer,Luca Cumani,–,27,Fittocks Stud,13
Class 4,3yo+,1408,Soft,17,10,Stoli (IRE),3,G,123,Seb Sanders,Peter Makin,–,19,Brian Brackpool,14
Class 4,3yo+,1408,Soft,17,9,Naj-De (GB),3,G,123,Jimmy Fortune,Paul Cole,–,13,H R H Prince Fahd Salman,15
Class 4,3yo+,1408,Soft,17,5,Cedar Treble (GB),3,C,123,J Weaver,R J OSullivan,–,–,Mrs R J Doorgachurn,16
Class 4,3yo+,1408,Soft,17,17,Saloup (GB),3,F,118,Craig A Williams,Mick Channon,–,–,Raymond Tooth,17
Class 1,4yo+,2012,Soft,9,4,Border Arrow (GB),6,G,123,Kieren Fallon,I A Balding,115,113,R P B Michaelson Wafic Said,1
Class 1,4yo+,2012,Soft,9,2,Pawn Broker (GB),4,C,126,Pat Eddery,John Dunlop,113,116,Raymond Tooth,2
Class 1,4yo+,2012,Soft,9,8,Mubtaker (USA),4,C,123,Richard Hills,Marcus Tregoning,–,108,Hamdan Al Maktoum,3
Class 1,4yo+,2012,Soft,9,1,Island Sound I (GB),4,G,126,T Quinn,David Elsworth,111,92,Mrs Michael Meredith,4
Class 1,4yo+,2012,Soft,9,7,Moon Emperor (GB),4,G,123,Darryll Holland,J R Jenkins,94,80,Christopher Shankland Robert Ellis,5
Class 1,4yo+,2012,Soft,9,3,Bogus Dreams (IRE),4,C,123,John Reid,S Woods,99,77,Dwayne Woods,6
Class 1,4yo+,2012,Soft,9,5,Kings Mill (IRE),4,C,123,J Weaver,N A Graham,105,73,First Millennium Racing,7
Class 1,4yo+,2012,Soft,9,6,Man OMystery (USA),4,G,123,Frankie Dettori,Jeremy Noseda,104,68,Ecurie Pharos,8
Class 1,4yo+,2012,Soft,9,9,So Precious (IRE),4,F,118,Kevin Darley,Nick Littmoden,78,57,Joy And Valentine Feerick,9
Class 2,4yo+,2012,Soft,19,14,Gentleman Venture (GB),5,G,120,Paul Doe,John Akehurst,81,96,Canisbay Bloodstock,1
Class 2,4yo+,2012,Soft,19,17,Champagne Rider (GB),5,G,111,Franny Norton,Kevin McAuliffe,72,84,Highgrove Developments Limited,2
Class 2,4yo+,2012,Soft,19,2,Moon Solitaire (IRE),4,C,137,Richard Hughes,Ed Dunlop,98,100,Maktoum Al Maktoum,3
Class 2,4yo+,2012,Soft,19,1,Catchy Word (GB),4,C,140,Kieren Fallon,Ed Dunlop,101,102,Abdulla Buhaleeba,4
Class 2,4yo+,2012,Soft,19,6,Water Jump (IRE),4,C,134,T Quinn,John Dunlop,95,93,The Earl Cadogan,5
Class 2,4yo+,2012,Soft,19,18,Riverblue I (IRE),5,G,106,Chris Catlin,D J Wintle,72,68,Mrs Joan L Egan,6
Class 2,4yo+,2012,Soft,19,10,Shayadi (IRE),4,G,129,Darryll Holland,Mark Johnston,90,86,Bill Wilson,7
Class 2,4yo+,2012,Soft,19,16,Pipssalio (SPA),4,C,118,Matthew Henry,Jamie Poulton,79,71,Chris Steward Christina Taylor,8
Class 2,4yo+,2012,Soft,19,13,Annadawi (GB),6,G,120,T Williams,Christopher Kellett,81,73,Sean A Taylor,9
Class 2,4yo+,2012,Soft,19,4,Highland Reel (GB),4,G,135,Neil Pollard,David Elsworth,96,85,Sir Gordon Brunton,10
Class 2,4yo+,2012,Soft,19,20,KidZPlay (IRE),5,G,110,Royston Ffrench,Jim Goldie,71,58,Liam Mcguigan,11
Class 2,4yo+,2012,Soft,19,9,Ridgeway (IRE),6,G,129,Pat Eddery,Michael Easterby,90,71,Mrs M E Curtis,12
Class 2,4yo+,2012,Soft,19,8,Hudood (USA),6,G,130,Ted Durcan,Clive Brittain,91,71,H E Sheikh Rashid Bin Mohammed,13
Class 2,4yo+,2012,Soft,19,19,Nashaab (USA),4,G,108,Joanna Badger,David Evans,72,49,M W Lawrence,14
Class 2,4yo+,2012,Soft,19,12,Digital (GB),4,G,121,Craig A Williams,Mick Channon,82,58,W G R Wightman,15
Class 2,4yo+,2012,Soft,19,7,Dower House (GB),6,G,131,Jimmy Fortune,Michael Easterby,92,64,Mrs Claire Hollowood,16
Class 2,4yo+,2012,Soft,19,3,Brilliant Red (GB),8,G,132,Ian Mongan,Lydia Richards,96,63,Mrs M J George,17
Class 2,4yo+,2012,Soft,19,5,Riberac (GB),5,M,134,Kevin Darley,Mark Johnston,95,59,Mr Mrs G Middlebrook,18
Class 2,4yo+,2012,Soft,19,11,Cracow (IRE),4,G,128,Michael Hills,J W Hills,89,19,N N Browne,19
Class 4,3yo,2240,Soft,10,2,AquariusI (IRE),3,C,126,Pat Eddery,John Dunlop,–,79,Prince A A Faisal,1
Class 4,3yo,2240,Soft,10,9,Rudder (GB),3,G,126,Michael Hills,B W Hills,–,78,Exors Of The Late R D Hollingsworth,2
Class 4,3yo,2240,Soft,10,1,Abbot (GB),3,G,126,David McCabe,Brian Meehan,–,70,Abbott Racing Limited,3
Class 4,3yo,2240,Soft,10,8,Protagonist (GB),3,G,126,Craig A Williams,Mick Channon,–,70,B E Nielsen,4
Class 4,3yo,2240,Soft,10,5,Lord Pierce (GB),3,G,126,Kevin Darley,Mark Johnston,–,62,Hertford Offset Limited,5
Class 4,3yo,2240,Soft,10,3,Eddu (GB),3,G,126,Tom McLaughlin,Mark Brisbourne,–,56,Michael F Blackham,6
Class 4,3yo,2240,Soft,10,4,Let Me Go (GER),3,G,126,John Reid,S Woods,–,51,G V Wright,7
Class 4,3yo,2240,Soft,10,6,Nicander (USA),3,C,126,Frankie Dettori,Marcus Tregoning,–,50,Sheikh Mohammed,8
Class 4,3yo,2240,Soft,10,10,Wild Water (FR),3,G,126,Kieren Fallon,I A Balding,–,45,J C Smith,9
Class 4,3yo,2240,Soft,10,7,Positive Profile (IRE),3,G,126,J Weaver,N A Graham,–,36,Chelgate Public Relations Ltd,10
Class 3,3yo+,1408,Soft,17,13,Slumbering (IRE),5,G,125,Oscar Urbina,B A Pearce,73,89,Mrs Christine Painting,1
Class 3,3yo+,1408,Soft,17,3,Marsad (IRE),7,G,135,T Quinn,John Akehurst,83,93,Canisbay Bloodstock,2
Class 3,3yo+,1408,Soft,17,2,Bon Ami (IRE),5,G,131,Chris Catlin,K T Ivory,84,93,K T Ivory,3
Class 3,3yo+,1408,Soft,17,16,Bintang Timor (USA),7,G,120,Pat Eddery,Willie Musson,68,72,Goodey Broughton,4
Class 3,3yo+,1408,Soft,17,12,Thrust (GB),5,G,127,Martin Dwyer,William Muir,75,79,J Bernstein,5
Class 3,3yo+,1408,Soft,17,1,Pays DAmour (IRE),4,C,140,Richard Hughes,Richard Hannon Snr,88,90,Mrs M W Bird,6
Class 3,3yo+,1408,Soft,17,14,Easter Ogil (IRE),6,G,115,Neil Chalmers,I A Balding,70,69,Westenders,7
Class 3,3yo+,1408,Soft,17,10,Celtic Exit (FR),7,G,130,Kieren Fallon,I A Balding,78,70,Action Bloodstock,8
Class 3,3yo+,1408,Soft,17,11,Carens Hero (IRE),4,G,128,Willie Ryan,Amanda Perrett,76,67,Mrs R Doel,9
Class 3,3yo+,1408,Soft,17,15,Salix Dancer (GB),4,G,122,Simon Whitworth,Pat Mitchell,70,59,The Hamilton Partnership,10
Class 3,3yo+,1408,Soft,17,17,Compradore (GB),6,M,118,Fergus Sweeney,Michael Blanshard,66,53,C Mckenna,11
Class 3,3yo+,1408,Soft,17,7,Serra Negra (GB),4,F,132,Shane Kelly,William Haggas,80,62,Cyril Humphris,12
Class 3,3yo+,1408,Soft,17,4,Second Wind (GB),6,G,134,Frankie Dettori,Chris Dwyer,82,62,John Purcell,13
Class 3,3yo+,1408,Soft,17,9,Karameg (IRE),5,M,132,Willie Supple,P W Harris,80,54,Graham Lynn Knight,14
Class 3,3yo+,1408,Soft,17,6,Downland (IRE),5,G,134,Kevin Darley,David Barron,82,53,Miss S Kelly And Ms J Rainer Thomas,15
Class 3,3yo+,1408,Soft,17,8,Kinan (USA),5,G,132,Jimmy Fortune,David Barron,80,42,North Yorkshire Cycling Club,16
Class 3,3yo+,1408,Soft,17,5,Card Games (GB),4,F,134,J Weaver,Michael Easterby,82,43,Ladies Who Lunch,17
Class 3,3yo+,1609,Soft,9,8,Heretic (GB),3,G,118,Michael Hills,James Fanshawe,90,75,Barford Bloodstock,1
Class 3,3yo+,1609,Soft,9,10,Foodbroker Fancy (IRE),3,F,110,Jamie Mackay,David Elsworth,80,67,Food Brokers Ltd,2
Class 3,3yo+,1609,Soft,9,9,Matlock (IRE),3,G,118,Kevin Darley,Paul Cole,87,66,M D Dudleyw J Smith,3
Class 3,3yo+,1609,Soft,9,7,Miss Dordogne (GB),4,F,126,Darryll Holland,G Wragg,86,58,J L C Pearce,4
Class 3,3yo+,1609,Soft,9,2,Dollar Law (GB),5,G,129,Tom McLaughlin,Mark Brisbourne,67,53,The Cleobury Partnership,5
Class 3,3yo+,1609,Soft,9,6,Ladywell Blaise (IRE),4,F,126,Dane ONeill,John Bridger,48,46,W Wood,6
Class 3,3yo+,1609,Soft,9,5,Sergeants Inn (GB),4,G,129,David McCabe,Andrew Reid,15,48,A S Reid,7
Class 3,3yo+,1609,Soft,9,4,Noble Pursuit (GB),4,G,129,T Quinn,T G Mills,88,48,Mrs Stephanie Merrydew,8
Class 3,3yo+,1609,Soft,9,3,Famous (FR),8,G,129,Robyn Brisland,John Bridger,27,34,J J Bridger,9
Class 4,3yo+,1408,Soft,17,4,Mutamarkiz (IRE),4,C,136,Richard Hills,Marcus Tregoning,–,82,Hamdan Al Maktoum,1
Class 4,3yo+,1408,Soft,17,2,John Hunter (IRE),4,G,136,Michael Hills,B W Hills,–,81,W J Gredley,2
Class 4,3yo+,1408,Soft,17,13,More Modern (USA),3,C,123,Richard Hughes,Roger Charlton,–,76,K Abdullah,3
Class 4,3yo+,1408,Soft,17,11,Justafancy (GB),3,G,123,Kevin Darley,Ed Dunlop,–,75,Salem Suhail,4
Class 4,3yo+,1408,Soft,17,12,Lord Joshua (IRE),3,G,123,Frankie Dettori,Gerard Butler,–,71,Mrs A E Butler,5
Class 4,3yo+,1408,Soft,17,3,LOuest (USA),4,C,136,Darryll Holland,G Wragg,–,57,Baron G Von Ullmann,6
Class 4,3yo+,1408,Soft,17,16,Hayleys Affair (IRE),3,F,118,Willie Supple,P W Harris,–,50,Graham Lynn Knight,7
Class 4,3yo+,1408,Soft,17,7,Chicane (IRE),3,C,123,Jamie Spencer,Luca Cumani,–,53,Lord Hartington,8
Class 4,3yo+,1408,Soft,17,8,Fair Prince (GB),3,G,123,David McCabe,Brian Meehan,–,48,N G Anderson,9
Class 4,3yo+,1408,Soft,17,10,He Who Dares (IRE),3,G,123,Kieren Fallon,I A Balding,–,34,Roger Clarke And Gwen Daffey,10
Class 4,3yo+,1408,Soft,17,15,Western Bluebird (IRE),3,G,123,Dane ONeill,Hughie Morrison,–,34,Hugh Scott Barrett And Partners,11
Class 4,3yo+,1408,Soft,17,6,Uncle Clockwise (GB),4,C,133,Ian Mongan,Zoe Davison,–,32,Highly Charged Partnership,12
Class 4,3yo+,1408,Soft,17,5,Tigre Bois (GB),4,G,133,Paul Goode,Rod Millman,–,26,Victor G Palmer,13
Class 4,3yo+,1408,Soft,17,1,Cello Solo (GB),4,G,136,Seb Sanders,Peter Makin,–,19,Mrs P J Makin,14
Class 4,3yo+,1408,Soft,17,14,Vals Ring (GB),3,G,123,S Righton,John Gallagher,–,18,Horses Away Racing Club,15
Class 4,3yo+,1408,Soft,17,9,Flying Trapeze (USA),3,C,123,Pat Eddery,Jeremy Noseda,–,16,W L Armitage,16
Class 4,3yo+,1408,Soft,17,17,Lady Rath (IRE),3,F,115,Joanna Badger,Luke Dace,–,–,Ray Monaghan,17
Class 3,3yo,1811,Good To Soft,18,14,Monica Geller (GB),3,F,107,David Kinsella,Conrad Allen,69,84,Newmarketconnectionscom,1
Class 3,3yo,1811,Good To Soft,18,3,Wannabe Around (GB),3,C,130,John Reid,T G Mills,85,88,Exors Of The Late T G Mills,2
Class 3,3yo,1811,Good To Soft,18,12,Shirazi (GB),3,G,118,Michael Hills,J W Hills,73,74,K Berry D Kerr,3
Class 3,3yo,1811,Good To Soft,18,13,In Spirit (IRE),3,G,115,Craig A Williams,D J S Cosgrove,70,64,Crown Pkg Mailing Svs Ltd,4
Class 3,3yo,1811,Good To Soft,18,9,Dennis Our Menace I (GB),3,G,121,Paul Doe,Simon Dow,76,69,G Steinberg,5
Class 3,3yo,1811,Good To Soft,18,15,Star Seventeen (GB),3,F,111,Joanna Badger,Paul DArcy,69,59,Keith Harrison Terry Miller,6
Class 3,3yo,1811,Good To Soft,18,1,Makboola (IRE),3,F,133,Richard Hills,John Dunlop,88,75,Khalil Al Sayegh,7
Class 3,3yo,1811,Good To Soft,18,6,Find The King (IRE),3,C,122,J D Smith,David Arbuthnot,77,63,J S Gutkin,8
Class 3,3yo,1811,Good To Soft,18,16,Astral Prince (GB),3,G,116,Brett Doyle,Brian Meehan,71,55,Matham Investments,9
Class 3,3yo,1811,Good To Soft,18,8,Paso Doble (GB),3,G,121,B Marcus,Rod Millman,76,59,J A Pickford,10
Class 3,3yo,1811,Good To Soft,18,17,Buddeliea (GB),3,F,113,Daragh ODonohoe,J S Moore,68,51,Alljays Racing,11
Class 3,3yo,1811,Good To Soft,18,5,HarlequinI (GB),3,C,125,Kieren Fallon,Sir Michael Stoute,80,45,Highclere Thoroughbred Racing Ltd,12
Class 3,3yo,1811,Good To Soft,18,18,Alfano (IRE),3,G,105,K Dalgleish,Philip Mitchell,63,25,Alleynian Racing Partnership Jdrp,13
Class 3,3yo,1811,Good To Soft,18,7,Sylva Storm (USA),3,C,121,Philip Robinson,Clive Brittain,76,37,Peter Head Racing Limited,14
Class 3,3yo,1811,Good To Soft,18,10,Prince Millennium (GB),3,C,120,Dane ONeill,Richard Hannon Snr,75,29,Major A M Everett,15
Class 3,3yo,1811,Good To Soft,18,4,Prince Shaamaal (GB),3,G,127,J Weaver,K Bell,82,8,The Upshire Racing Partnership,16
Class 3,3yo,1811,Good To Soft,18,2,Man Of Distinction (GB),3,C,132,Frankie Dettori,David Elsworth,87,–,Nicholas Cooper,17
Class 3,3yo,1811,Good To Soft,18,11,Follow Your Star (GB),3,G,119,Jamie Spencer,P W Harris,74,–,Mrs P W Harris,18
