class,age_band,dist_m,going,ran,num,horse,age,sex,lbs,jockey,trainer,or,rpr,owner,pos
Class 5,3yo,1811,Soft,12,11,Queen Lucia (IRE),3,F,115,J Bramhill,James Given,53,59,H J P Farr,2
Class 5,3yo,1811,Soft,12,10,La Professoressa (IRE),3,F,120,Robert Havlin,Nerys Dutfield,58,61,Mrs M Dart,3
Class 5,3yo,1811,Soft,12,4,Carriacou (GB),3,F,123,Liam Keniry,Paul DArcy,64,66,Paul Darcy,4
Class 5,3yo,1811,Soft,12,8,Deign To Dance (IRE),3,F,122,Eddie Ahern,Jonathan Portman,60,60,Pump Technology Limited,5
Class 5,3yo,1811,Soft,12,12,Sonderborg (GB),3,F,109,Hayley Turner,Anna Newton-Smith,52,49,Hugh Le Fanu,6
Class 5,3yo,1811,Soft,12,6,Blue Daze (GB),3,F,123,Richard Hughes,Richard Hannon Snr,61,52,Deauville Daze Partnership,7
Class 5,3yo,1811,Soft,12,2,Abington Angel (GB),3,F,129,Frankie McDonald,Brian Meehan,70,59,F C T Wilson,8
Class 5,3yo,1811,Soft,12,9,Lady Blade (IRE),3,F,121,Lisa Jones,B Hanbury,59,47,Pink Elephant Racing,9
Class 5,3yo,1811,Soft,12,13,Fabuloso (GB),3,F,110,Jimmy Quinn,V Smith,48,14,V Smith,10
Class 5,3yo,1811,Soft,12,3,Kalimenta (USA),3,F,127,Alan Daly,Sylvester Kirk,65,24,Paget Bloodstock,11
Class 5,3yo,1811,Soft,12,7,Grande Terre (IRE),3,F,122,Kevin Darley,James Given,60,17,Mr Mrs G Calder,12
Class 5,3yo+,2414,Soft,17,7,Silver Prophet (IRE),5,G,130,Hayley Turner,Martin Bosley,65,68,Mrs Jean M Oconnor,1
Class 5,3yo+,2414,Soft,17,16,Travellers Tale (GB),5,G,118,Derek Nolan,Pat Murphy,55,58,Mrs Dianne Murphy,2
Class 5,3yo+,2414,Soft,17,4,Sudden Flight (IRE),7,G,130,Stevie Donohoe,David Evans,67,70,Norbury Ten,3
Class 5,3yo+,2414,Soft,17,13,Saxe-Coburg I (IRE),7,G,123,Frankie McDonald,Gerald Ham,56,58,Rose Farm Developments Uk Ltd,4
Class 5,3yo+,2414,Soft,17,18,Head To Kerry (IRE),4,G,124,Eddie Ahern,Dominic Ffrench Davis,54,55,Blueprint Construction Supplies Ltd,5
Class 5,3yo+,2414,Soft,17,10,Aoninch (GB),4,F,130,Richard Hughes,Nerys Dutfield,60,61,Mrs Caren Walsh,6
Class 5,3yo+,2414,Soft,17,15,Swift Alchemist (GB),4,F,125,George Baker,Mrs H Sweeting,55,54,The Kennet Connection,7
Class 5,3yo+,2414,Soft,17,19,Ellway Heights (GB),7,G,123,Jimmy Fortune,Mark Brisbourne,53,52,M Gonzaleza Antonellid Hopperpreston,8
Class 5,3yo+,2414,Soft,17,8,Mount Benger (GB),4,G,134,Kevin Darley,Ralph Beckett,64,61,Young Guns Syndicate,9
Class 5,3yo+,2414,Soft,17,9,Efrhina (IRE),4,F,133,Robert Havlin,Stef Higgins,63,56,John Liddiard,10
Class 5,3yo+,2414,Soft,17,20,Persian Genie (IRE),3,F,122,Steve Carson,G B Balding,62,53,Rex L Mead,11
Class 5,3yo+,2414,Soft,17,2,Western (IRE),4,G,140,Dane ONeill,John Akehurst,70,52,H R Hunt,12
Class 5,3yo+,2414,Soft,17,11,Worcester Lodge (GB),3,G,128,Steve Drowne,Roger Charlton,68,48,Lady Rothschild,13
Class 5,3yo+,2414,Soft,17,17,Future To Future (IRE),4,G,124,Alan Daly,Luke Dace,54,25,The Not So Magnificent Seven,14
Class 5,3yo+,2414,Soft,17,6,Dr Cool (GB),7,G,136,Gary Carter,John Akehurst,66,34,Canisbay Bloodstock,15
Class 5,3yo+,2414,Soft,17,14,Must Be Magic (GB),7,G,123,Robert Miles,Hugh Collingridge,56,20,The Headquarters Partnership Ltd,16
Class 5,3yo+,2414,Soft,17,3,Secret Jewel (FR),4,F,139,Jimmy Quinn,Lady Herries,69,21,Lady Herries And Friends,17
Class 4,2yo,1609,Good,13,7,Kharish (IRE),2,G,126,Eddie Ahern,Jeremy Noseda,83,86,Mrs Susan Roy,1
Class 4,2yo,1609,Good,13,5,Foxhaven (GB),2,C,126,Martin Dwyer,Patrick Chamings,–,84,Mrs Ann Jenkins,2
Class 4,2yo,1609,Good,13,1,Ameeq (USA),2,C,126,Richard Hills,Marcus Tregoning,–,83,Hamdan Al Maktoum,3
Class 4,2yo,1609,Good,13,8,Luis Melendez (USA),2,C,126,Ryan Moore,Paul Cole,–,79,Richard Green Fine Paintings,4
Class 4,2yo,1609,Good,13,3,Bertrose (GB),2,C,126,Seb Sanders,John Dunlop,–,75,Nicholas Cooper,5
Class 4,2yo,1609,Good,13,4,Esquire (GB),2,C,126,Frankie Dettori,Saeed bin Suroor,–,69,Godolphin,6
Class 4,2yo,1609,Good,13,9,My Portfolio (IRE),2,G,126,Steve Drowne,Roger Charlton,–,64,Thurloe Thoroughbreds Xii,7
Class 4,2yo,1609,Good,13,13,Our Kes (IRE),2,F,121,Dane ONeill,Paul Howling,–,57,Mark Entwistle,8
Class 4,2yo,1609,Good,13,6,Indian Pipe Dream (IRE),2,C,126,Jimmy Fortune,John Gosden,–,54,Mrs Diane Snowden,9
Class 4,2yo,1609,Good,13,12,Uncle Bulgaria (IRE),2,C,126,Michael Hills,Giles Bravery,–,53,Orinoco Partnership,10
Class 4,2yo,1609,Good,13,11,Picot De Say (GB),2,G,123,Frankie McDonald,John Berry,–,42,H R Moszkowicz,11
Class 4,2yo,1609,Good,13,10,Night Guest (IRE),2,C,126,Richard Hughes,Richard Hannon Snr,–,40,Team Havana,12
Class 4,2yo,1609,Good,13,2,Ampelio (IRE),2,C,126,Kieren Fallon,Sir Michael Stoute,–,8,Mrs Sarah Al Maktoum,13
Class 4,2yo,1207,Good,15,7,Halle Bop (GB),2,F,123,Frankie Dettori,Saeed bin Suroor,–,84,Godolphin,1
Class 4,2yo,1207,Good,15,8,Holly Springs (GB),2,F,123,Jimmy Fortune,John Gosden,–,80,George Strawbridge,2
Class 4,2yo,1207,Good,15,4,Desert Imp (GB),2,F,123,Michael Hills,B W Hills,–,78,Maktoum Al Maktoum,3
Class 4,2yo,1207,Good,15,1,Biriyani (IRE),2,F,123,Eddie Ahern,P W Harris,–,72,Mrs P W Harris,4
Class 4,2yo,1207,Good,15,10,Neverletme Go (IRE),2,F,123,Steve Drowne,G Wragg,–,66,Trevor C Stewart,5
Class 4,2yo,1207,Good,15,14,Verbier I (USA),2,F,123,Neil Callan,N A Callaghan,–,62,Mrs Doreen Tabor,6
Class 4,2yo,1207,Good,15,6,Ellens Princess (IRE),2,F,123,Ryan Moore,Richard Hannon Snr,–,61,Mrs Chris Harrington,7
Class 4,2yo,1207,Good,15,5,Diamond Katie (IRE),2,F,123,Richard Hughes,Rae Guest,–,60,Matthews Breeding And Racing,8
Class 4,2yo,1207,Good,15,12,Ruby Murray (GB),2,F,123,Kerrin McEvoy,Brian Meehan,–,58,Team Havana,9
Class 4,2yo,1207,Good,15,15,Veritable (GB),2,F,123,Alan Daly,Sylvester Kirk,–,51,J C Smith,10
Class 4,2yo,1207,Good,15,13,Tashyra (IRE),2,F,123,Dane ONeill,Andrew Balding,–,48,James P Robinson,11
Class 4,2yo,1207,Good,15,9,Lady Pilot (GB),2,F,123,Seb Sanders,Clive Brittain,–,45,Saeed Manana,12
Class 4,2yo,1207,Good,15,2,Blazing View (USA),2,F,123,Kieren Fallon,Ed Dunlop,–,30,Ahmed Buhaleeba,13
Class 4,2yo,1207,Good,15,11,Night Club Queen (IRE),2,F,123,Richard Hills,J W Hills,–,26,Abbott Racing Partners,14
Class 4,2yo,1207,Good,15,3,Danaatt (USA),2,F,123,Martin Dwyer,Marcus Tregoning,–,14,Sheikh Ahmed Al Maktoum,15
Class 3,2yo,1408,Good,7,3,Joint Aspiration (GB),2,F,117,Sam Hitchcott,Mick Channon,–,89,Ridgeway Downs Racing,1
Class 3,2yo,1408,Good,7,7,Tahrir (IRE),2,F,120,Richard Hills,B W Hills,–,85,Hamdan Al Maktoum,2
Class 3,2yo,1408,Good,7,8,Titian Time (USA),2,F,120,Jimmy Fortune,John Gosden,–,81,Lady Bamford The Sangster Family,3
Class 3,2yo,1408,Good,7,4,Light Of Dubai (USA),2,F,120,Frankie Dettori,Saeed bin Suroor,–,81,Godolphin,4
Class 3,2yo,1408,Good,7,5,Marchetta (GB),2,F,120,Ryan Moore,P W Harris,–,72,Mrs P W Harris,5
Class 3,2yo,1408,Good,7,2,Insinuation (IRE),2,F,120,Kieren Fallon,Sir Michael Stoute,–,70,Cheveley Park Stud,6
Class 3,2yo,1408,Good,7,1,Grand Girl (GB),2,F,120,Alan Daly,Brendan W Duke,–,44,Brendan W Duke Racing,7
Class 4,3yo+,2414,Good,9,3,Ocean Avenue (IRE),5,G,132,Frankie Dettori,C A Horgan,82,91,Mrs Wendy Gillings,1
Class 4,3yo+,2414,Good,9,9,Blaze Of Colour (GB),3,F,118,Kieren Fallon,Sir Michael Stoute,77,83,Maktoum Al Maktoum,2
Class 4,3yo+,2414,Good,9,8,Dovedon Hero (GB),4,G,121,Michael Hills,Philip McBride,71,75,Michael C Whatley,3
Class 4,3yo+,2414,Good,9,4,Mr Tambourine Man I (IRE),3,C,125,Jimmy Fortune,Paul Cole,84,88,Chris Wright The Hon Mrs J M Corbett,4
Class 4,3yo+,2414,Good,9,6,Albavilla (GB),4,F,125,Ian Mongan,P W Harris,75,78,Mrs P W Harris,5
Class 4,3yo+,2414,Good,9,10,Regal Setting (IRE),3,G,118,Seb Sanders,Sir Mark Prescott Bt,77,73,W E Sturt   Osborne House,6
Class 4,3yo+,2414,Good,9,2,Trueno (IRE),5,G,132,Steve Drowne,Luca Cumani,82,75,Mrs Liz Jones,7
Class 4,3yo+,2414,Good,9,5,Desert Island Disc (GB),7,M,122,Frankie McDonald,John Bridger,75,68,W Wood,8
Class 4,3yo+,2414,Good,9,7,Leighton (IRE),4,G,124,Lisa Jones,Robert Stronge,74,40,A P Holland,9
Class 5,3yo+,3219,Good,16,5,Typhoon Tilly (GB),7,G,135,Steve Drowne,Charles Egerton,68,77,Mrs Evelyn Hankinson,1
Class 5,3yo+,3219,Good,16,1,Belle RougeI (GB),6,M,139,Frankie Dettori,C A Horgan,72,79,Mrs B Woodford,2
Class 5,3yo+,3219,Good,16,15,Crocolat (GB),3,F,113,Nicky Mackay,Stef Higgins,62,69,Mrs S Clifford,3
Class 5,3yo+,3219,Good,16,18,Treason Trial (GB),3,G,111,Lisa Jones,Stef Higgins,57,63,Ms Stef Higgins,4
Class 5,3yo+,3219,Good,16,14,Majestic Vision (GB),3,G,121,Ryan Moore,P W Harris,67,72,The Foreign Legions,5
Class 5,3yo+,3219,Good,16,10,Macaroni Gold (IRE),4,G,125,Seb Sanders,William Jarvis,58,62,Dr J Walker,6
Class 5,3yo+,3219,Good,16,4,Riyadh (GB),6,G,135,Royston Ffrench,Mark Johnston,68,71,A S Helaissi,7
Class 5,3yo+,3219,Good,16,6,San Hernando (GB),4,G,135,Dane ONeill,David Elsworth,68,71,The Madding Crowd,8
Class 5,3yo+,3219,Good,16,9,Beechy Bank (IRE),6,M,130,Neil Pollard,Mary Hambro,63,61,Richard Hambro,9
Class 5,3yo+,3219,Good,16,11,Dance Light (IRE),5,M,125,Eddie Ahern,Terry Clement,58,56,Mrs J Garland,10
Class 5,3yo+,3219,Good,16,17,Papeete (GER),3,F,109,Frankie McDonald,Miss B Sanders,58,54,Mark L Champion,11
Class 5,3yo+,3219,Good,16,8,Red Scorpion (USA),5,G,130,Kieren Fallon,Mark Brisbourne,63,57,Mrs E M Coquelin,12
Class 5,3yo+,3219,Good,16,2,Moon Emperor (GB),7,G,137,Kerrin McEvoy,J R Jenkins,70,61,R M Ellis,13
Class 5,3yo+,3219,Good,16,7,Rome (IRE),5,G,131,Richard Hughes,Gerry Enright,64,53,G R Macdonald K Fitchie M Enright,14
Class 5,3yo+,3219,Good,16,16,Simonovski (USA),3,C,114,Robert Miles,Simon Burrough,63,52,Mrs Deborah Potter,15
Class 5,3yo+,3219,Good,16,3,The Varlet (GB),4,G,136,Martin Dwyer,Ben Case,69,46,Mrs A D Bourne,16
Class 4,3yo+,1609,Good,14,7,Arkholme (GB),3,G,120,Mark Savage,Peter Winkworth,80,88,I Russell,1
Class 4,3yo+,1609,Good,14,10,Border Music (GB),3,G,114,Travis Block,Andrew Balding,78,84,Kingsclere Stud,2
Class 4,3yo+,1609,Good,14,11,Desert Cristal (IRE),3,F,121,Dean Corby,Jim Boyle,78,83,John Hopkins Ta South Hatch Racing,3
Class 4,3yo+,1609,Good,14,5,Pagan Prince (GB),7,G,126,Lisa Jones,James Toller,78,81,Gap Partnership Mrs J Toller,4
Class 4,3yo+,1609,Good,14,4,Honorine (IRE),4,F,126,A Beech,J W Payne,78,77,Mrs R A C Vigors,5
Class 4,3yo+,1609,Good,14,12,Invader (GB),8,G,120,Nicky Mackay,Clive Brittain,72,68,R J Swinbourne,6
Class 4,3yo+,1609,Good,14,9,Kindlelight Debut (GB),4,F,117,M Howard,Dean Ivory,74,66,Kindlelight Ltd,7
Class 4,3yo+,1609,Good,14,6,Boundless Prospect (USA),5,G,120,Derek Nolan,J W Hills,77,66,M Wauchopesir Simon Dunningr Cottam,8
Class 4,3yo+,1609,Good,14,1,Border Edge (GB),6,G,133,Frankie McDonald,John Bridger,85,71,Allsorts,9
Class 4,3yo+,1609,Good,14,14,Iskander (GB),3,G,111,Andrew Mullen,Kevin Ryan,73,57,Mrs Margaret Forsyth,10
Class 4,3yo+,1609,Good,14,15,Moscow Times (GB),3,G,110,Natalia Gemelova,David Elsworth,72,56,Michael Tabor,11
Class 4,3yo+,1609,Good,14,13,Blue Patrick (GB),4,G,120,Sam Hitchcott,James Eustace,72,49,Blue Peter Racing 2,12
Class 4,3yo+,1609,Good,14,8,Barrantes (GB),7,M,119,Neil Chalmers,Sheena West,74,50,W F Sandercock D C Lambird,13
Class 4,3yo+,1609,Good,14,3,Camberwell (GB),3,G,126,Robert Miles,T G Mills,83,55,Welcocks Skips Ltd Waste Management,14
Class 4,2yo,1609,Good,14,7,Humourous (IRE),2,C,126,Frankie Dettori,Saeed bin Suroor,–,86,Godolphin,1
Class 4,2yo,1609,Good,14,5,Forward Move (IRE),2,C,126,Richard Hughes,Richard Hannon Snr,–,86,The Queen,2
Class 4,2yo,1609,Good,14,6,Front Stage (IRE),2,G,126,Kieren Fallon,Sir Michael Stoute,–,82,Saeed Suhail,3
Class 4,2yo,1609,Good,14,9,Night Hour (IRE),2,C,126,Martin Dwyer,Marcus Tregoning,–,73,Greenbay Stables Ltd,4
Class 4,2yo,1609,Good,14,1,Art Elegant (GB),2,C,126,Michael Hills,B W Hills,–,71,Matthew Green,5
Class 4,2yo,1609,Good,14,10,Off Colour (GB),2,C,126,Seb Sanders,Amanda Perrett,–,62,Nicholas Cooper,6
Class 4,2yo,1609,Good,14,12,Silverleaf (GB),2,C,123,Sam Hitchcott,Mick Channon,–,59,Mohammed Al Nabouda,7
Class 4,2yo,1609,Good,14,11,Penalty Kick (IRE),2,C,126,Neil Callan,N A Callaghan,–,56,John Livock Bloodstock Limited,8
Class 4,2yo,1609,Good,14,3,Byron Bay (GB),2,G,123,Frankie McDonald,John Bridger,–,43,Ian Murray Tough,9
Class 4,2yo,1609,Good,14,8,Loitokitok (GB),2,G,126,Dane ONeill,Peter Cundell,–,29,Ian M Brown,10
Class 4,2yo,1609,Good,14,4,Figaros Quest (IRE),2,C,126,Ryan Moore,Paul Cole,–,27,The Fairy Story Partnership,11
Class 4,2yo,1609,Good,14,13,Silver Song (GB),2,C,126,Steve Drowne,John Dunlop,–,27,Emmanuel And Neighbour Partnership,12
Class 4,2yo,1609,Good,14,14,Eastwell Magic (GB),2,F,121,J Bramhill,James Given,–,21,Eastwell Manor Racing Ltd,13
Class 4,2yo,1609,Good,14,2,Brego (IRE),2,G,126,Jimmy Fortune,John Gosden,–,8,Collins Kirk And Waters,14
Class 4,2yo,1207,Good,13,11,Penkenna Princess (IRE),2,F,123,Seb Sanders,Ralph Beckett,–,81,Mrs H M Chamberlain,1
Class 4,2yo,1207,Good,13,3,Code Orange (GB),2,F,123,Jimmy Fortune,John Gosden,–,80,W S Farish,2
Class 4,2yo,1207,Good,13,12,Sheboygan (IRE),2,F,123,J Bramhill,James Given,–,77,David Eiffe,3
Class 4,2yo,1207,Good,13,13,Ten-Cents (GB),2,F,123,Ian Mongan,C A Cyzer,–,70,Mrs Charles Cyzer,4
Class 4,2yo,1207,Good,13,14,Xeeran (GB),2,F,123,Neil Callan,Michael Jarvis,–,55,Saif Ali,5
Class 4,2yo,1207,Good,13,8,Loyal Love (USA),2,F,123,Frankie Dettori,Saeed bin Suroor,–,53,Godolphin,6
Class 4,2yo,1207,Good,13,7,Follow My Lead (GB),2,F,123,Michael Hills,B W Hills,–,53,D M James,7
Class 4,2yo,1207,Good,13,4,Cup Of Love (USA),2,F,123,Martin Dwyer,Rae Guest,–,52,Adrian Smith,8
Class 4,2yo,1207,Good,13,2,Bailey Gate (GB),2,F,123,Richard Hughes,Richard Hannon Snr,–,50,Timothy N Chick,9
Class 4,2yo,1207,Good,13,5,Daisys Girl (GB),2,F,123,Richard Hills,B Hanbury,–,48,Simon Day,10
Class 4,2yo,1207,Good,13,10,Never Away (GB),2,F,123,Eddie Ahern,N A Callaghan,–,45,Mrs P Reditt,11
Class 4,2yo,1207,Good,13,9,Music Teacher (GB),2,F,123,Steve Drowne,Hughie Morrison,–,30,Thurloe Thoroughbreds X,12
Class 4,2yo,1207,Good,13,1,Aleyah (GB),2,F,123,Ryan Moore,Chris Wall,–,–,The Web Partnership,13
Class 3,3yo,1609,Good To Firm,10,6,Mystical Girl (USA),3,F,129,Kieren Fallon,Mark Johnston,91,101,T T Bloodstocks,1
Class 3,3yo,1609,Good To Firm,10,3,Diamond Lodge (GB),3,F,130,Eddie Ahern,Jeremy Noseda,92,97,Mrs J Harris,2
Class 3,3yo,1609,Good To Firm,10,7,Pedrillo (GB),3,G,125,Seb Sanders,Sir Mark Prescott Bt,87,92,Hesmonds Stud,3
Class 3,3yo,1609,Good To Firm,10,5,State Dilemma (IRE),3,C,129,Richard Hills,B W Hills,91,95,Maktoum Al Maktoum,4
Class 3,3yo,1609,Good To Firm,10,1,Jazz Scene (IRE),3,C,130,Sam Hitchcott,Mick Channon,95,98,Sangster Family,5
Class 3,3yo,1609,Good To Firm,10,4,Sgt Pepper (IRE),3,C,130,Ryan Moore,Richard Hannon Snr,92,94,Andy Macdonald,6
Class 3,3yo,1609,Good To Firm,10,10,Tranquil Sky (GB),3,F,118,Liam Keniry,N A Callaghan,83,81,G H Beeby And Lord Marchwood,7
Class 3,3yo,1609,Good To Firm,10,8,Flip Flop And Fly (IRE),3,G,123,Jimmy Fortune,Sylvester Kirk,85,78,Mike Browne,8
Class 3,3yo,1609,Good To Firm,10,9,Surf The Net (GB),3,F,123,Dane ONeill,Richard Hannon Snr,85,75,Mrs Godfrey Bostock And P Tellwright,9
Class 3,3yo,1609,Good To Firm,10,2,Qasirah (IRE),3,F,132,Frankie Dettori,Michael Jarvis,94,70,Sheikh Ahmed Al Maktoum,10
Class 1,2yo,1207,Good To Firm,8,4,Satchem (IRE),2,C,123,Kieren Fallon,Clive Brittain,95,111,Sheikh Hamdan Bin Mohammed Al Maktoum,1
Class 1,2yo,1207,Good To Firm,8,1,Council Member (USA),2,C,123,Frankie Dettori,Saeed bin Suroor,100,107,Godolphin,2
Class 1,2yo,1207,Good To Firm,8,8,Visionist (IRE),2,C,123,Jimmy Fortune,Jamie Osborne,–,102,Pat Eddery Racing Alvaro,3
Class 1,2yo,1207,Good To Firm,8,7,Imperial Applause (GB),2,C,123,Gary Carter,T G Mills,90,101,T Jacobs,4
Class 1,2yo,1207,Good To Firm,8,2,Galeota (IRE),2,C,123,Ryan Moore,Richard Hannon Snr,100,101,J A Lazzari,5
Class 1,2yo,1207,Good To Firm,8,5,Stagbury Hill (USA),2,C,123,Richard Hills,J W Hills,100,100,Nick Hubbard And Partners,6
Class 1,2yo,1207,Good To Firm,8,6,Sudden Dismissal (IRE),2,C,123,Seb Sanders,Gerard Butler,87,94,The Schtum Partnership,7
Class 1,2yo,1207,Good To Firm,8,3,Safari Sunset (IRE),2,C,123,Paul Doe,Peter Winkworth,99,89,P Winkworth,8
Class 1,3yo+,2414,Good To Firm,4,5,Mamool (IRE),5,H,129,Frankie Dettori,Saeed bin Suroor,118,119,Godolphin,1
Class 1,3yo+,2414,Good To Firm,4,3,Alkaased (USA),4,C,129,Jimmy Fortune,Luca Cumani,113,118,M R Charlton,2
Class 1,3yo+,2414,Good To Firm,4,1,Bandari (IRE),5,H,134,Richard Hills,Mark Johnston,119,121,Hamdan Al Maktoum,3
Class 1,3yo+,2414,Good To Firm,4,4,Jagger (GB),4,C,129,Eddie Ahern,Gerard Butler,101,110,C Mcfadden,4
Class 4,3yo+,2012,Good To Firm,19,2,Tidal (GB),5,M,132,Frankie Dettori,Tony Carroll,83,93,Mrs Bernadette Quinn,1
Class 4,3yo+,2012,Good To Firm,19,18,Top Spec (IRE),3,G,118,Ryan Moore,Richard Hannon Snr,76,85,The Hill Top Partnership,2
Class 4,3yo+,2012,Good To Firm,19,11,Arry Dash (GB),4,G,119,Sam Hitchcott,Mick Channon,73,80,Mike Denise Dawes,3
Class 4,3yo+,2012,Good To Firm,19,13,Street Life (IRE),6,G,121,Gary Carter,Willie Musson,72,78,Howard Spooner Partners I,4
Class 4,3yo+,2012,Good To Firm,19,19,Ouninpohja (IRE),3,G,115,Dean McKeown,Alan Swinbank,73,78,Am No Havin That,5
Class 4,3yo+,2012,Good To Firm,19,1,Pagan Sky (IRE),5,G,133,Tom Queally,James Toller,84,88,Gap Partnership Mrs J Toller,6
Class 4,3yo+,2012,Good To Firm,19,17,Piri Piri (IRE),4,F,119,Chris Catlin,Philip McBride,70,73,P J Mcbride T J Wells,7
Class 4,3yo+,2012,Good To Firm,19,9,Liquid Form (IRE),4,G,124,Adrian McCarthy,B Hanbury,75,75,H Channon,8
Class 4,3yo+,2012,Good To Firm,19,15,Fortunes Princess (GB),3,F,119,Kieren Fallon,M J Wallace,77,77,Lucayan Stud,9
Class 4,3yo+,2012,Good To Firm,19,20,Fuel Cell (IRE),3,C,112,Richard Smith,Richard Hannon Snr,70,69,A F M Holdings Ltd,10
Class 4,3yo+,2012,Good To Firm,19,16,Vamp (GB),3,F,119,Seb Sanders,Ralph Beckett,77,75,A D G Oldrey,11
Class 4,3yo+,2012,Good To Firm,19,4,Voice MailI (GB),5,G,123,Liam Keniry,Andrew Balding,77,72,Roger Parry,12
Class 4,3yo+,2012,Good To Firm,19,12,PenzanceI (GB),3,G,122,Oscar Urbina,James Fanshawe,80,75,Elite Racing Club,13
Class 4,3yo+,2012,Good To Firm,19,6,Sangiovese (GB),5,G,122,Luke Fletcher,Hughie Morrison,76,69,Kentisbeare Quartet,14
Class 4,3yo+,2012,Good To Firm,19,3,Leoballero (GB),4,G,128,Eddie Ahern,D J Daly,79,72,C V Lines And M Mason,15
Class 4,3yo+,2012,Good To Firm,19,8,Best Be Going (IRE),4,G,124,Dane ONeill,P W Harris,75,58,Mrs P W Harris,16
Class 4,3yo+,2012,Good To Firm,19,5,Lasanga (GB),5,G,126,Paul Doe,Lady Herries,77,45,Charles Green,17
Class 4,3yo+,2012,Good To Firm,19,7,Electrique (IRE),4,G,124,Ian Mongan,Jamie Osborne,75,42,Paul J Dixon,18
Class 4,3yo+,2012,Good To Firm,19,10,Sunisa (IRE),3,F,124,Richard Hills,B W Hills,82,–,Ray Richards,19
Class 3,2yo,1408,Good To Firm,8,8,Storm Silk (CAN),2,C,122,Frankie Dettori,Saeed bin Suroor,–,96,Godolphin,1
Class 3,2yo,1408,Good To Firm,8,5,Peruvian Prince (USA),2,C,122,Eddie Ahern,James Toller,–,81,P C J Dalby,2
Class 3,2yo,1408,Good To Firm,8,7,Rain Stops Play (IRE),2,C,122,Sam Hitchcott,Mick Channon,–,73,John Livock Bloodstock Limited,3
Class 3,2yo,1408,Good To Firm,8,2,Kerashan (IRE),2,C,122,Kieren Fallon,Sir Michael Stoute,–,73,H H Aga Khan,4
Class 3,2yo,1408,Good To Firm,8,1,Gitche Manito (IRE),2,C,122,J D Smith,Alan King,–,70,Mrs J K Powell,5
Class 3,2yo,1408,Good To Firm,8,3,Molem (GB),2,C,122,Richard Hills,Sir Michael Stoute,–,67,Hamdan Al Maktoum,6
Class 3,2yo,1408,Good To Firm,8,6,Pillars Of Wisdom (GB),2,C,122,Jimmy Fortune,John Dunlop,–,62,Antoniades Family,7
Class 3,2yo,1408,Good To Firm,8,4,Party Boss (GB),2,C,122,Seb Sanders,Clive Brittain,–,39,Michael Clarke,8
Class 4,3yo+,1207,Good To Firm,19,17,Thurlestone Rock (GB),4,G,123,Chris Catlin,Brian Meehan,75,82,N Attenborough Mrs L Mann,1
Class 4,3yo+,1207,Good To Firm,19,15,Najeebon (FR),5,G,121,Sam Hitchcott,Mick Channon,76,82,A Merza,2
Class 4,3yo+,1207,Good To Firm,19,1,Aversham (GB),4,C,133,Jimmy Fortune,Roger Charlton,85,91,D J Deer,3
Class 4,3yo+,1207,Good To Firm,19,5,Little Edward (GB),6,G,127,Liam Keniry,Brendan Powell,82,85,J W Mursell,4
Class 4,3yo+,1207,Good To Firm,19,16,Nivernais (GB),5,G,123,Dane ONeill,Henry Candy,75,78,M J M Tricks,5
Class 4,3yo+,1207,Good To Firm,19,4,Mr Malarkey (IRE),4,G,127,Hayley Turner,Christine Dunnett,82,84,Exors Of The Late T S Child,6
Class 4,3yo+,1207,Good To Firm,19,6,Mine Behind (GB),4,G,130,Frankie Dettori,John Best,82,83,M Folan R Lees R Crampton,7
Class 4,3yo+,1207,Good To Firm,19,7,Golden Dixie (USA),5,G,129,Kieren Fallon,Andrew Balding,81,79,Holistic Racing Ltd,8
Class 4,3yo+,1207,Good To Firm,19,18,Wyatt Earp (IRE),3,G,121,Eddie Ahern,James Toller,75,71,Byculla Thoroughbreds,9
Class 4,3yo+,1207,Good To Firm,19,3,Danehill Stroller (IRE),4,G,130,Seb Sanders,Ralph Beckett,82,75,The Classic Strollers Partnership,10
Class 4,3yo+,1207,Good To Firm,19,9,Armagnac (GB),6,G,128,Gary Carter,Mark Buckley,80,72,C C Buckley,11
Class 4,3yo+,1207,Good To Firm,19,13,Hard To Catch (IRE),6,G,120,Mark Savage,Dean Ivory,77,69,Mrs Karen Graham,12
Class 4,3yo+,1207,Good To Firm,19,11,Saviles Delight (IRE),5,G,122,David Nolan,Roy Brotherton,77,68,Alan Solomon,13
Class 4,3yo+,1207,Good To Firm,19,2,Treasure House (IRE),3,G,131,George Baker,J Jay,85,74,J M Beever,14
Class 4,3yo+,1207,Good To Firm,19,10,Miss George (GB),6,M,120,M Howard,Dean Ivory,79,65,Mrs A Shone,15
Class 4,3yo+,1207,Good To Firm,19,19,Semenovskii (GB),4,G,121,Ryan Moore,Paul DArcy,73,59,Peter Beaton Brown,16
Class 4,3yo+,1207,Good To Firm,19,14,Willhewiz (GB),4,C,121,Frankie McDonald,Robert Stronge,76,60,Tim Bostwick,17
Class 4,3yo+,1207,Good To Firm,19,8,Celtic Thunder (GB),3,G,129,Richard Hills,Tim Etherington,83,62,Ian Smith,18
Class 4,3yo+,1207,Good To Firm,19,12,Midnight Ballard (USA),3,C,125,Steve Carson,R F Johnson Houghton,79,34,C W Sumner,19
Class 4,3yo,2900,Good To Firm,13,5,Leg Spinner (IRE),3,G,130,Frankie Dettori,Mick Channon,79,86,P D Savill,1
